#name,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147
trpos2840.txt_allergen_805,0.31156,0.42211,0.26633,0.43216,0.33668,0.23116,0.31156,0.35176,0.33668,0.33668,0.43216,0.23116,0.080402,0.84422,0.075377,0.37688,0.29146,0.33166,0.41709,0.31156,0.27136,1.005025,23.61809,44.22111,64.82412,100,0.5025126,15.57789,45.72864,76.38191,99.49749,3.015075,38.19095,61.30653,79.39698,98.99497,0.5025126,16.58291,45.22613,71.8593,98.49246,1.005025,26.13065,49.24623,66.83417,100,3.517588,24.62312,57.28643,79.8995,99.49749,3.015075,38.19095,62.81407,82.91457,99.49749,0.5025126,15.57789,40.20101,71.35678,98.49246,1.005025,22.61307,43.21608,64.82412,100,0.5025126,16.58291,45.22613,71.8593,97.98995,1.005025,26.13065,48.74372,67.33668,100,3.517588,24.62312,57.28643,79.8995,99.49749,17.08543,23.61809,44.22111,75.37688,89.94975,0.5025126,26.13065,52.76382,76.38191,100,1.005025,17.58794,34.67337,49.24623,87.43719,1.005025,23.11558,43.21608,67.8392,100,0.5025126,20.1005,56.28141,81.40704,99.49749,1.507538,28.1407,51.75879,71.35678,98.49246,1.507538,31.65829,55.27638,80.40201,98.99497,1.005025,23.61809,44.22111,64.82412,100,0.5025126,12.0603,45.72864,71.8593,99.49749,0.23737,0.21212,0.20202,0.25253,0.17677,0.17677,0.18687,0.26768,0.21212,0.27778,0.14141,0.21212,0.14141,0.020202,0.12121,0.27273,0.23737,0.15657,0.28788,0.18687,0.16162
trpos2840.txt_allergen_615,0.26115,0.47134,0.26752,0.50955,0.26752,0.22293,0.31847,0.41401,0.26752,0.43949,0.33758,0.22293,0.082803,0.81529,0.10191,0.35669,0.31847,0.32484,0.45223,0.26115,0.28662,1.273885,30.57325,50.95541,70.06369,98.72611,2.547771,19.74522,43.94904,76.43312,100,0.6369427,24.84076,54.77707,73.88535,97.45223,2.547771,19.74522,47.7707,77.07006,100,1.273885,24.84076,51.59236,73.88535,97.45223,0.6369427,28.66242,50.95541,65.6051,98.72611,0.6369427,25.47771,54.77707,75.15924,97.45223,2.547771,17.83439,43.3121,76.43312,100,1.273885,30.57325,52.2293,70.06369,98.72611,2.547771,18.47134,46.49682,73.24841,100,1.273885,24.84076,51.59236,78.98089,98.08917,0.6369427,28.66242,50.95541,65.6051,98.72611,15.28662,30.57325,50.95541,69.42675,98.72611,0.6369427,22.92994,48.40764,76.43312,100,14.01274,23.56688,50.31847,64.96815,92.35669,0.6369427,14.01274,48.40764,69.42675,98.72611,1.910828,24.84076,46.49682,75.79618,96.81529,5.095541,31.84713,56.05096,73.24841,100,1.910828,19.10828,47.13376,76.43312,97.45223,1.273885,30.57325,50.95541,70.06369,98.72611,0.6369427,21.65605,46.49682,74.52229,100,0.24359,0.14103,0.28846,0.30769,0.19872,0.14103,0.28205,0.16026,0.21154,0.30128,0.16667,0.17308,0.13462,0.019231,0.16026,0.17308,0.25641,0.1859,0.23077,0.32051,0.15385
trpos2840.txt_allergen_2180,0.33996,0.37528,0.28477,0.39735,0.37086,0.23179,0.30464,0.33333,0.36203,0.33113,0.43709,0.23179,0.10596,0.75938,0.13466,0.45695,0.234,0.30905,0.39514,0.33996,0.2649,3.752759,27.15232,49.44812,67.54967,99.77925,0.8830022,23.39956,51.21413,81.2362,100,0.2207506,22.07506,47.90287,74.39294,99.117,0.8830022,23.17881,49.22737,77.26269,100,0.4415011,24.06181,47.24062,71.74393,98.234,0.2207506,29.13907,54.96689,75.27594,99.77925,0.2207506,21.8543,48.78587,75.93819,99.117,0.8830022,22.73731,49.66887,79.24945,100,3.752759,27.81457,50.77263,68.21192,99.77925,0.8830022,22.73731,47.68212,76.82119,100,0.4415011,23.17881,48.78587,72.40618,98.89625,0.2207506,29.13907,54.96689,75.27594,99.77925,4.19426,29.13907,51.87638,66.44592,99.77925,0.2207506,23.62031,49.66887,76.82119,100,3.752759,26.71082,48.12362,64.23841,97.57174,0.2207506,25.60706,49.44812,71.08168,99.77925,1.103753,21.8543,47.90287,78.1457,99.117,0.8830022,25.38631,52.98013,79.0287,100,0.4415011,22.95806,47.68212,74.83444,99.5585,3.752759,27.15232,49.44812,67.54967,99.77925,0.2207506,22.73731,55.62914,83.00221,100,0.26549,0.18142,0.21903,0.32522,0.18584,0.17478,0.20354,0.20133,0.25885,0.30088,0.15708,0.20354,0.17699,0.013274,0.17257,0.19027,0.31195,0.11947,0.26106,0.20796,0.18584
trpos2840.txt_allergen_570,0.32474,0.35567,0.31959,0.48454,0.25258,0.26289,0.33505,0.32474,0.34021,0.34021,0.39691,0.26289,0.12887,0.74227,0.12887,0.45361,0.25258,0.29381,0.45361,0.32474,0.22165,2.57732,32.47423,54.12371,77.31959,100,1.030928,20.10309,39.17526,67.01031,97.93814,0.5154639,22.68041,55.15464,76.28866,99.48454,1.030928,21.64948,46.90722,73.19588,99.48454,2.57732,20.61856,48.45361,71.13402,98.45361,0.5154639,31.95876,58.24742,78.86598,100,0.5154639,24.74227,55.15464,74.74227,99.48454,1.030928,19.07216,39.17526,69.07216,97.93814,2.57732,28.35052,53.09278,75.25773,100,1.030928,18.5567,39.17526,69.58763,97.93814,2.57732,22.68041,51.54639,71.64948,99.48454,0.5154639,31.95876,58.24742,78.86598,100,12.8866,37.62887,58.24742,78.86598,100,0.5154639,22.16495,46.39175,72.16495,99.48454,11.34021,27.31959,54.12371,74.2268,94.84536,0.5154639,20.61856,51.03093,73.19588,100,3.608247,26.28866,43.29897,74.74227,99.48454,1.546392,24.2268,46.39175,75.7732,98.45361,1.030928,22.16495,47.42268,73.19588,99.48454,2.57732,32.47423,54.12371,77.31959,100,0.5154639,19.07216,42.78351,69.07216,91.75258,0.23834,0.16062,0.25907,0.28497,0.26425,0.098446,0.25389,0.19689,0.20207,0.25389,0.20207,0.16062,0.19171,0.051813,0.13472,0.23834,0.29016,0.12435,0.25389,0.19171,0.14508
trpos2840.txt_allergen_3341,0.31034,0.39655,0.2931,0.46552,0.2931,0.24138,0.31034,0.36207,0.32759,0.44828,0.31034,0.24138,0.086207,0.72414,0.18966,0.51724,0.27586,0.2069,0.56897,0.31034,0.12069,13.7931,37.93103,65.51724,81.03448,100,1.724138,15.51724,34.48276,68.96552,98.27586,3.448276,18.96552,50,60.34483,89.65517,1.724138,15.51724,32.75862,67.24138,98.27586,8.62069,25.86207,62.06897,79.31034,96.55172,3.448276,41.37931,51.72414,56.89655,100,3.448276,18.96552,50,60.34483,89.65517,1.724138,15.51724,32.75862,58.62069,98.27586,13.7931,37.93103,65.51724,81.03448,100,1.724138,15.51724,34.48276,67.24138,98.27586,8.62069,25.86207,62.06897,79.31034,96.55172,3.448276,41.37931,51.72414,56.89655,100,20.68966,20.68966,46.55172,53.44828,100,1.724138,22.41379,43.10345,65.51724,98.27586,13.7931,17.24138,67.24138,81.03448,96.55172,1.724138,22.41379,46.55172,81.03448,100,3.448276,31.03448,50,60.34483,98.27586,6.896552,17.24138,43.10345,70.68966,93.10345,1.724138,15.51724,32.75862,58.62069,94.82759,13.7931,37.93103,65.51724,81.03448,100,39.65517,39.65517,48.27586,70.68966,98.27586,0.2807,0.15789,0.26316,0.26316,0.21053,0.087719,0.26316,0.19298,0.24561,0.29825,0.21053,0.087719,0.15789,0,0.2807,0.24561,0.21053,0.14035,0.29825,0.070175,0.14035
trpos2840.txt_allergen_2400,0.29032,0.34409,0.36559,0.35484,0.41935,0.22581,0.43011,0.27957,0.29032,0.27957,0.49462,0.22581,0.064516,0.80645,0.12903,0.49462,0.32258,0.1828,0.44086,0.29032,0.26882,2.150538,33.33333,56.98925,74.19355,92.47312,5.376344,21.50538,45.16129,75.26882,97.84946,1.075269,10.75269,35.48387,69.89247,100,5.376344,22.58065,43.01075,69.89247,97.84946,3.225806,25.80645,46.23656,66.66667,98.92473,1.075269,16.12903,61.29032,83.87097,100,1.075269,15.05376,39.78495,72.04301,100,5.376344,21.50538,43.01075,63.44086,97.84946,2.150538,33.33333,56.98925,74.19355,92.47312,5.376344,22.58065,48.3871,75.26882,97.84946,3.225806,24.73118,46.23656,66.66667,98.92473,1.075269,16.12903,61.29032,83.87097,100,2.150538,2.150538,61.29032,67.74194,83.87097,1.075269,20.43011,48.3871,76.34409,100,27.95699,32.25806,47.31183,56.98925,81.72043,1.075269,25.80645,50.53763,68.8172,98.92473,4.301075,17.2043,45.16129,69.89247,100,13.97849,22.58065,54.83871,80.64516,93.54839,3.225806,17.2043,37.63441,63.44086,100,2.150538,33.33333,56.98925,74.19355,92.47312,1.075269,18.27957,45.16129,84.94624,95.69892,0.17391,0.21739,0.28261,0.30435,0.15217,0.19565,0.21739,0.23913,0.15217,0.31522,0.097826,0.25,0.1087,0.021739,0.19565,0.33696,0.13043,0.065217,0.25,0.28261,0.1413
trpos2840.txt_allergen_786,0.40308,0.28855,0.30837,0.29736,0.46696,0.23568,0.32599,0.2511,0.42291,0.2533,0.51101,0.23568,0.11894,0.7467,0.13436,0.47137,0.24009,0.28855,0.40308,0.40308,0.19383,0.660793,30.17621,53.30396,75.3304,98.89868,0.8810573,25.11013,48.45815,77.31278,100,0.2202643,19.38326,42.51101,69.60352,99.77974,0.8810573,27.09251,48.45815,78.4141,99.33921,0.4405286,25.99119,50.22026,74.44934,99.77974,0.2202643,17.40088,46.25551,70.92511,100,0.2202643,19.38326,42.73128,69.82379,100,0.8810573,27.09251,50,79.73568,99.33921,0.660793,29.07489,52.42291,74.88987,98.89868,0.8810573,26.21145,47.13656,77.97357,99.11894,0.4405286,26.43172,50.44053,74.6696,99.77974,0.2202643,17.40088,46.25551,70.92511,100,0.660793,20.48458,53.96476,72.90749,98.89868,0.2202643,23.12775,47.13656,73.34802,100,6.60793,33.9207,56.38767,77.53304,97.57709,0.2202643,24.00881,51.32159,74.00881,98.89868,0.4405286,24.22907,46.25551,78.85463,100,1.54185,25.11013,46.47577,71.36564,99.33921,0.4405286,21.80617,44.49339,72.46696,99.77974,0.660793,30.17621,53.30396,75.3304,98.89868,0.2202643,22.02643,45.37445,67.62115,100,0.2362,0.2053,0.16336,0.2649,0.15894,0.18543,0.15453,0.22517,0.23841,0.234,0.13687,0.20751,0.18322,0.033113,0.20088,0.18764,0.26932,0.15453,0.30243,0.15673,0.13907
trpos2840.txt_allergen_2841,0.28065,0.41962,0.29973,0.44414,0.33787,0.21798,0.33243,0.35422,0.31335,0.38147,0.40054,0.21798,0.073569,0.83106,0.095368,0.32698,0.31063,0.3624,0.44414,0.28065,0.2752,5.99455,26.703,57.49319,79.83651,98.6376,0.5449591,23.9782,51.22616,76.29428,100,0.2724796,19.61853,42.23433,64.85014,99.72752,0.5449591,20.70845,49.04632,75.74932,100,1.634877,26.703,49.3188,74.6594,99.72752,0.2724796,26.43052,50.6812,70.84469,95.09537,0.2724796,21.52589,42.50681,68.39237,99.72752,0.5449591,22.34332,51.22616,77.92916,100,5.99455,30.24523,57.22071,76.0218,98.6376,0.5449591,22.88828,51.77112,76.56676,100,1.089918,24.25068,46.04905,73.84196,99.72752,0.2724796,26.43052,50.6812,70.84469,95.09537,8.174387,23.16076,48.22888,80.92643,95.09537,0.2724796,25.06812,49.3188,74.38692,100,5.99455,18.80109,50.40872,72.75204,95.64033,0.2724796,27.52044,48.22888,74.38692,100,1.362398,22.07084,49.04632,74.6594,99.72752,0.8174387,20.98093,50.95368,73.56948,99.18256,0.5449591,23.9782,44.41417,73.297,100,5.99455,26.703,57.49319,79.83651,98.6376,0.2724796,22.07084,49.04632,72.47956,98.09264,0.25683,0.13661,0.27049,0.3224,0.1612,0.15301,0.2459,0.18852,0.23224,0.32514,0.14754,0.16667,0.11749,0.013661,0.15027,0.21038,0.22678,0.20492,0.21858,0.23224,0.17486
trpos2840.txt_allergen_3387,0.32576,0.35606,0.31818,0.39394,0.34848,0.25758,0.34848,0.31061,0.34091,0.29545,0.44697,0.25758,0.12879,0.75,0.12121,0.38636,0.34091,0.27273,0.41667,0.32576,0.25758,1.515152,25,46.9697,71.9697,99.24242,2.272727,18.93939,51.51515,75.75758,98.48485,0.7575758,19.69697,49.24242,71.21212,100,2.272727,18.93939,49.24242,72.72727,98.48485,0.7575758,25.75758,50,71.9697,99.24242,1.515152,25,48.48485,82.57576,100,0.7575758,21.21212,49.24242,73.48485,100,2.272727,18.93939,53.78788,75,98.48485,1.515152,25,46.21212,68.93939,99.24242,2.272727,18.18182,37.87879,65.15152,95.45455,0.7575758,22.72727,50.75758,74.24242,99.24242,1.515152,25,48.48485,82.57576,100,1.515152,23.48485,46.21212,68.93939,93.93939,0.7575758,22.72727,52.27273,76.51515,100,5.30303,24.24242,37.12121,50,85.60606,1.515152,23.48485,46.21212,77.27273,100,0.7575758,15.90909,42.42424,70.45455,96.9697,5.30303,27.27273,55.30303,75,99.24242,0.7575758,18.18182,48.48485,71.21212,95.45455,1.515152,25,46.9697,71.9697,99.24242,2.272727,29.54545,53.78788,76.51515,100,0.22137,0.22137,0.26718,0.29008,0.24427,0.16031,0.25954,0.24427,0.19847,0.27481,0.18321,0.22137,0.17557,0.053435,0.19084,0.25191,0.22901,0.16794,0.30534,0.22137,0.1374
trpos2840.txt_allergen_1664,0.23636,0.50909,0.25455,0.57273,0.24545,0.18182,0.28182,0.47273,0.24545,0.50909,0.30909,0.18182,0.072727,0.85455,0.072727,0.39091,0.30909,0.3,0.51818,0.23636,0.24545,13.63636,23.63636,48.18182,75.45455,99.09091,0.9090909,28.18182,52.72727,74.54545,100,1.818182,18.18182,40,64.54545,90.90909,0.9090909,30.90909,54.54545,75.45455,99.09091,2.727273,14.54545,40,79.09091,98.18182,1.818182,20,39.09091,60,100,1.818182,18.18182,40,71.81818,100,0.9090909,30.90909,52.72727,73.63636,96.36364,11.81818,22.72727,43.63636,75.45455,99.09091,0.9090909,30.90909,53.63636,74.54545,99.09091,2.727273,21.81818,43.63636,79.09091,98.18182,1.818182,20,39.09091,60,100,19.09091,22.72727,39.09091,60,78.18182,0.9090909,24.54545,49.09091,73.63636,100,14.54545,20.90909,65.45455,92.72727,99.09091,0.9090909,14.54545,40,69.09091,98.18182,1.818182,25.45455,52.72727,73.63636,100,10,34.54545,54.54545,74.54545,99.09091,0.9090909,21.81818,45.45455,66.36364,91.81818,13.63636,23.63636,48.18182,75.45455,99.09091,6.363636,12.72727,54.54545,82.72727,100,0.18349,0.14679,0.29358,0.30275,0.18349,0.082569,0.31193,0.17431,0.17431,0.3578,0.18349,0.082569,0.12844,0,0.14679,0.20183,0.26606,0.17431,0.24771,0.31193,0.082569
trpos2840.txt_allergen_2735,0.20213,0.51064,0.28723,0.58511,0.2766,0.1383,0.31915,0.47872,0.20213,0.43617,0.42553,0.1383,0.095745,0.88298,0.021277,0.32979,0.31915,0.35106,0.56383,0.20213,0.23404,4.255319,37.23404,58.51064,79.78723,100,1.06383,25.53191,44.68085,70.21277,96.80851,2.12766,15.95745,39.3617,73.40426,98.93617,1.06383,26.59574,45.74468,70.21277,96.80851,2.12766,12.76596,59.57447,73.40426,98.93617,11.70213,21.2766,50,69.14894,100,2.12766,15.95745,39.3617,73.40426,98.93617,1.06383,26.59574,44.68085,67.02128,96.80851,4.255319,37.23404,58.51064,79.78723,100,1.06383,26.59574,44.68085,65.95745,96.80851,2.12766,17.02128,56.38298,76.59574,98.93617,11.70213,21.2766,50,69.14894,100,23.40426,37.23404,51.06383,69.14894,100,1.06383,21.2766,45.74468,73.40426,98.93617,48.93617,48.93617,48.93617,48.93617,94.68085,1.06383,21.2766,44.68085,61.70213,100,2.12766,17.02128,53.19149,76.59574,98.93617,4.255319,27.65957,46.80851,75.53191,96.80851,1.06383,22.34043,42.55319,72.34043,98.93617,4.255319,37.23404,58.51064,79.78723,100,10.6383,19.14894,46.80851,70.21277,96.80851,0.16129,0.15054,0.32258,0.30108,0.16129,0.086022,0.36559,0.15054,0.16129,0.39785,0.12903,0.11828,0.15054,0.010753,0.032258,0.19355,0.23656,0.30108,0.24731,0.30108,0.064516
trpos2840.txt_allergen_364,0.37162,0.29054,0.33784,0.31081,0.35811,0.33108,0.36486,0.23649,0.39865,0.22297,0.44595,0.33108,0.11486,0.75676,0.12838,0.60811,0.24324,0.14865,0.35135,0.37162,0.27703,2.027027,31.75676,53.37838,74.32432,97.2973,1.351351,14.18919,40.54054,68.24324,100,0.6756757,17.56757,54.05405,73.64865,99.32432,1.351351,16.21622,42.56757,66.89189,100,4.054054,23.64865,47.2973,72.97297,98.64865,0.6756757,35.81081,56.08108,77.7027,99.32432,0.6756757,20.27027,56.08108,77.7027,99.32432,1.351351,12.83784,27.7027,64.18919,100,2.027027,31.75676,53.37838,72.97297,97.2973,1.351351,12.83784,22.97297,50.67568,100,4.054054,25.67568,53.37838,75,98.64865,0.6756757,35.81081,56.08108,77.7027,99.32432,2.027027,31.75676,47.97297,66.21622,97.2973,0.6756757,20.27027,49.32432,77.02703,100,21.62162,24.32432,45.27027,62.16216,94.59459,0.6756757,27.02703,52.02703,75,100,2.702703,16.89189,38.51351,66.89189,99.32432,12.16216,25.67568,48.64865,64.18919,97.97297,1.351351,10.81081,36.48649,62.83784,100,2.027027,31.75676,53.37838,74.32432,97.2973,0.6756757,31.08108,55.40541,84.45946,97.97297,0.20408,0.28571,0.18367,0.22449,0.23129,0.22449,0.17687,0.33333,0.17007,0.18367,0.14966,0.30612,0.21769,0.013605,0.19048,0.27891,0.21088,0.088435,0.2517,0.17687,0.2381
trpos2840.txt_allergen_1118,0.39669,0.28926,0.31405,0.30579,0.3719,0.32231,0.36364,0.21488,0.42149,0.26446,0.41322,0.32231,0.14876,0.66116,0.19008,0.54545,0.21488,0.23967,0.39669,0.39669,0.20661,2.479339,23.1405,47.10744,70.24793,100,1.652893,20.66116,47.93388,73.55372,94.21488,0.8264463,25.61983,52.89256,76.03306,98.34711,1.652893,20.66116,42.97521,67.7686,94.21488,3.305785,26.44628,53.71901,76.03306,98.34711,0.8264463,21.4876,47.10744,68.59504,100,0.8264463,25.61983,52.89256,76.03306,98.34711,1.652893,20.66116,47.93388,73.55372,94.21488,2.479339,21.4876,46.28099,70.24793,100,1.652893,23.1405,47.93388,73.55372,94.21488,3.305785,25.61983,53.71901,74.38017,98.34711,0.8264463,21.4876,47.10744,68.59504,100,4.132231,21.4876,46.28099,62.80992,100,0.8264463,25.61983,51.23967,76.8595,98.34711,2.479339,16.52893,44.6281,70.24793,95.04132,0.8264463,25.61983,48.76033,78.5124,100,7.438017,22.31405,52.89256,68.59504,98.34711,2.479339,20.66116,42.14876,66.94215,95.86777,1.652893,25.61983,52.89256,76.03306,98.34711,2.479339,23.1405,47.10744,70.24793,100,0.8264463,23.96694,50.41322,68.59504,97.52066,0.25,0.25833,0.2,0.26667,0.21667,0.25,0.15,0.34167,0.21667,0.26667,0.2,0.26667,0.175,0.05,0.3,0.24167,0.29167,0.125,0.4,0.16667,0.10833
trpos2840.txt_allergen_1076,0.3007,0.32867,0.37063,0.40559,0.37063,0.22378,0.40559,0.25874,0.33566,0.32168,0.45455,0.22378,0.097902,0.76923,0.13287,0.36364,0.32867,0.30769,0.5035,0.3007,0.1958,2.097902,32.86713,51.04895,72.02797,100,6.293706,25.17483,53.14685,75.52448,99.3007,0.6993007,16.08392,39.86014,67.13287,98.6014,4.195804,25.17483,50.34965,74.82517,100,1.398601,30.76923,53.84615,79.02098,98.6014,0.6993007,14.68531,38.46154,67.83217,95.1049,0.6993007,17.48252,47.55245,72.72727,98.6014,6.293706,22.37762,50.34965,78.32168,99.3007,2.097902,32.86713,51.04895,70.62937,100,6.293706,23.77622,49.65035,74.82517,100,1.398601,30.06993,54.54545,77.62238,98.6014,0.6993007,14.68531,38.46154,67.83217,95.1049,2.097902,14.68531,39.16084,68.53147,95.1049,0.6993007,23.07692,51.74825,76.22378,99.3007,16.78322,27.27273,44.75524,60.83916,100,0.6993007,19.58042,44.75524,69.93007,99.3007,1.398601,17.48252,48.95105,72.72727,98.6014,11.18881,33.56643,57.34266,77.62238,100,1.398601,18.18182,48.95105,79.02098,99.3007,2.097902,32.86713,51.04895,72.02797,100,0.6993007,25.17483,45.45455,71.32867,85.31469,0.22535,0.27465,0.25352,0.34507,0.16901,0.1338,0.22535,0.34507,0.16901,0.3169,0.14085,0.16197,0.19014,0.0070423,0.25352,0.28169,0.21831,0.22535,0.3662,0.21127,0.1338
trpos2840.txt_allergen_2563,0.2795,0.45342,0.26708,0.4472,0.32919,0.2236,0.31677,0.39752,0.28571,0.40994,0.36646,0.2236,0.1118,0.78882,0.099379,0.39752,0.36025,0.24224,0.43478,0.2795,0.28571,1.863354,26.70807,59.00621,76.39752,100,1.242236,25.46584,47.82609,71.42857,98.13665,0.621118,13.04348,40.99379,70.18634,95.65217,1.242236,23.60248,50.93168,71.42857,96.27329,1.863354,21.73913,48.4472,75.15528,100,0.621118,26.08696,47.20497,74.53416,99.37888,0.621118,16.77019,40.37267,70.18634,98.13665,1.242236,24.2236,50.93168,71.42857,96.27329,1.863354,26.70807,59.62733,76.39752,100,1.242236,22.36025,46.58385,65.83851,96.27329,1.863354,24.84472,55.2795,80.74534,100,0.621118,26.08696,47.20497,74.53416,99.37888,2.484472,26.08696,57.14286,76.39752,99.37888,0.621118,23.60248,49.06832,74.53416,100,14.28571,22.98137,44.7205,61.49068,98.75776,0.621118,13.6646,37.26708,65.21739,100,7.453416,32.29814,55.2795,79.50311,98.13665,1.863354,24.84472,52.79503,77.01863,95.03106,1.242236,15.52795,40.99379,69.56522,95.65217,1.863354,26.70807,59.00621,76.39752,100,0.621118,25.46584,51.5528,77.63975,98.13665,0.23125,0.1375,0.26875,0.33125,0.16875,0.1375,0.2625,0.19375,0.1875,0.31875,0.15625,0.15,0.175,0.025,0.1375,0.23125,0.18125,0.14375,0.225,0.2375,0.14375
trpos2840.txt_allergen_3469,0.27632,0.29825,0.42544,0.35965,0.54386,0.096491,0.4386,0.2807,0.2807,0.28947,0.61404,0.096491,0.048246,0.83772,0.11404,0.44737,0.23246,0.32018,0.5307,0.27632,0.19298,1.315789,27.63158,56.57895,78.94737,98.68421,2.192982,21.92982,47.80702,72.36842,99.5614,0.4385965,22.36842,47.36842,74.5614,100,2.192982,20.17544,45.17544,73.24561,99.5614,0.877193,25,50.87719,78.50877,100,0.4385965,36.84211,51.31579,64.03509,96.92982,0.4385965,23.24561,49.12281,74.5614,100,2.192982,20.17544,44.29825,73.24561,99.5614,1.315789,30.26316,57.45614,78.94737,98.68421,2.192982,21.92982,45.17544,74.12281,99.5614,0.877193,24.5614,50,76.75439,100,0.4385965,36.84211,51.31579,64.03509,96.92982,1.315789,36.84211,51.31579,63.59649,96.92982,0.4385965,22.36842,48.24561,75.4386,100,11.40351,35.08772,53.50877,70.61404,98.68421,0.4385965,24.5614,50.87719,70.61404,99.12281,1.754386,22.36842,50,75.4386,100,2.192982,24.12281,46.05263,75.87719,99.5614,0.877193,23.24561,47.36842,75.4386,100,1.315789,27.63158,56.57895,78.94737,98.68421,0.4385965,15.78947,47.80702,68.85965,99.5614,0.19383,0.28194,0.27313,0.40529,0.061674,0.11013,0.2511,0.29515,0.18943,0.37885,0.052863,0.11894,0.092511,0.0044053,0.19824,0.21145,0.29515,0.15419,0.37885,0.22467,0.096916
trpos2840.txt_allergen_154,0.29762,0.38988,0.3125,0.38393,0.35714,0.25893,0.36607,0.30655,0.32738,0.29762,0.44345,0.25893,0.1131,0.79762,0.089286,0.3869,0.33631,0.27679,0.41667,0.29762,0.28571,0.5952381,20.53571,47.02381,73.5119,99.40476,2.678571,27.97619,52.08333,75.29762,99.10714,0.297619,21.72619,48.21429,76.78571,100,6.547619,28.57143,53.57143,77.38095,99.10714,0.5952381,19.94048,45.83333,71.13095,100,0.297619,22.32143,47.61905,73.21429,99.40476,0.297619,19.94048,46.72619,75.89286,100,7.440476,28.57143,52.97619,76.19048,99.10714,0.5952381,20.83333,47.91667,72.32143,99.40476,7.440476,30.35714,52.08333,71.72619,99.10714,0.5952381,20.2381,49.40476,75.89286,100,0.297619,22.32143,47.61905,73.21429,99.40476,2.380952,22.61905,50,76.4881,99.40476,0.297619,25.89286,49.70238,75.29762,100,0.5952381,15.47619,37.5,65.47619,96.13095,0.297619,22.61905,47.91667,69.34524,99.40476,2.678571,24.70238,45.53571,76.78571,100,1.190476,26.19048,54.46429,75.59524,99.10714,2.083333,27.67857,50.89286,76.19048,100,0.5952381,20.53571,47.02381,73.5119,99.40476,0.297619,25.59524,48.80952,75.29762,97.32143,0.24179,0.17612,0.24179,0.26866,0.20896,0.17612,0.20299,0.21493,0.23284,0.25373,0.17015,0.21493,0.18209,0.020896,0.15224,0.23582,0.25075,0.1791,0.23284,0.22985,0.18507
trpos2840.txt_allergen_2008,0.53169,0.22887,0.23944,0.29225,0.46479,0.24296,0.25352,0.21127,0.53521,0.28521,0.47183,0.24296,0.17606,0.56338,0.26056,0.70423,0.1338,0.16197,0.34507,0.53169,0.12324,0.7042254,22.1831,48.59155,74.29577,98.59155,1.056338,29.22535,47.1831,72.53521,100,0.3521127,23.59155,53.87324,79.22535,99.29577,0.7042254,24.29577,43.30986,66.19718,99.64789,1.408451,25.70423,51.40845,74.29577,99.29577,0.3521127,21.47887,53.52113,78.16901,100,0.3521127,25,57.04225,80.28169,100,1.056338,28.52113,44.3662,66.19718,99.64789,0.7042254,23.23944,48.94366,74.64789,98.59155,0.7042254,25.35211,43.30986,65.49296,99.64789,1.408451,25,51.40845,74.29577,99.29577,0.3521127,21.47887,53.52113,78.16901,100,1.760563,17.25352,49.29577,75,94.3662,0.3521127,23.23944,47.53521,73.94366,100,0.7042254,28.87324,52.8169,74.29577,98.59155,0.3521127,22.88732,47.53521,72.1831,98.94366,1.408451,38.02817,70.42254,89.08451,100,0.7042254,23.94366,46.47887,70.77465,99.64789,1.056338,27.46479,50.70423,72.88732,99.64789,0.7042254,22.1831,48.59155,74.29577,98.59155,0.3521127,21.47887,49.64789,79.92958,100,0.28622,0.27915,0.10601,0.28622,0.17314,0.18728,0.10601,0.30389,0.26148,0.27915,0.17314,0.18728,0.21555,0.088339,0.28622,0.18375,0.24382,0.031802,0.42756,0.081272,0.13781
